year,sector,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2015,23,a) 0,47042,47134,169903,84952,47134,200.000,(X),(X),169903,169903,(X),200.000,200.000,(X),(X),(X),(X),(X),169903,200.000,(X),(X),(X),(X)
2015,23,b) 1,33400,33501,168648,166066,23,0.059,10701,27.551,54401,906,53495,0.546,32.759,48380,29056,19324,17.497,29.133,6021,3.626,58.266,7589,7590,21781
2015,23,c) 2,27297,27403,152681,149893,1843,6.319,5373,18.421,42564,5637,36927,3.761,28.396,36907,17782,19125,11.863,24.622,5657,3.774,49.244,3733,3733,13527
2015,23,d) 3,24347,24383,157140,155995,1770,6.957,3888,15.282,36037,4892,31145,3.136,23.101,33621,14652,18969,9.393,21.553,2416,1.549,43.105,2672,2672,10739
2015,23,e) 4,21507,21582,146682,144675,1464,6.549,3010,13.465,32579,4320,28259,2.986,22.519,28404,11242,17162,7.771,19.633,4175,2.886,39.266,2057,2057,8242
2015,23,f) 5,18361,18577,145512,145273,1249,6.527,2364,12.355,28204,3765,24439,2.592,19.414,27606,10273,17333,7.072,19.003,598,0.412,38.006,1568,1568,7050
2015,23,g) 6 to 10,106431,107088,772714,757744,7901,7.239,12026,11.018,158163,30647,127516,4.045,20.873,127385,42407,84978,5.596,16.811,30778,4.062,33.622,7950,7959,30559
2015,23,h) 11 to 15,77714,78451,679557,672831,4690,5.879,7330,9.189,110405,13338,97067,1.982,16.409,96969,28924,68045,4.299,14.412,13436,1.997,28.824,4599,4605,19276
2015,23,i) 16 to 20,61957,62667,610385,602923,3239,5.088,5219,8.199,92831,11030,81801,1.829,15.397,78195,19227,58968,3.189,12.969,14636,2.428,25.939,3234,3236,12563
2015,23,j) 21 to 25,44867,45593,511863,508163,2049,4.426,3444,7.440,71133,7317,63816,1.440,13.998,63787,14092,49695,2.773,12.552,7346,1.446,25.105,2264,2277,10148
2015,23,k) 26+,71693,74444,1150370,1135676,2708,3.575,5330,7.036,160949,21069,139880,1.855,14.172,131843,22535,109308,1.984,11.609,29106,2.563,23.218,3665,3684,15601
2015,23,l) Left Censored,31908,38978,1341294,1327730,1101,2.785,2204,5.576,195062,29372,165690,2.212,14.691,169417,25786,143631,1.942,12.760,25645,1.931,25.520,1391,1399,8547
2015,31-33,a) 0,12231,12362,93688,46844,12362,200.000,(X),(X),93688,93688,(X),200.000,200.000,(X),(X),(X),(X),(X),93688,200.000,(X),(X),(X),(X)
2015,31-33,b) 1,9778,9886,102344,97585,36,0.330,2061,18.911,27023,953,26070,0.977,27.692,17242,9446,7796,9.680,17.669,9781,10.023,35.338,1612,1612,7480
2015,31-33,c) 2,8255,8317,94154,92231,298,3.380,1296,14.701,19732,1695,18037,1.838,21.394,15761,8534,7227,9.253,17.089,3971,4.305,34.177,1070,1070,7704
2015,31-33,d) 3,7799,7964,108803,107632,270,3.240,1010,12.119,18180,2243,15937,2.084,16.891,15859,7979,7880,7.413,14.735,2321,2.156,29.469,806,814,6080
2015,31-33,e) 4,6848,6927,88884,88377,232,3.210,831,11.499,14447,2221,12226,2.513,16.347,13446,6139,7307,6.946,15.214,1001,1.133,30.429,690,691,5264
2015,31-33,f) 5,5619,5804,92479,91887,180,2.978,662,10.951,14089,2689,11400,2.926,15.333,12930,4969,7961,5.408,14.072,1159,1.261,28.143,536,537,4132
2015,31-33,g) 6 to 10,29578,30290,493461,491144,898,2.888,2514,8.084,60167,8053,52114,1.640,12.250,55658,21003,34655,4.276,11.332,4509,0.918,22.665,2020,2032,16720
2015,31-33,h) 11 to 15,24910,26008,613729,608764,612,2.305,1708,6.432,63659,7504,56155,1.233,10.457,53472,16892,36580,2.775,8.784,10187,1.673,17.567,1327,1329,12663
2015,31-33,i) 16 to 20,25309,26869,698556,695165,596,2.181,1510,5.526,63501,7690,55811,1.106,9.135,56954,16096,40858,2.315,8.193,6547,0.942,16.386,1130,1134,10482
2015,31-33,j) 21 to 25,21384,23205,740393,735855,437,1.846,1379,5.824,70747,11835,58912,1.608,9.614,61192,17558,43634,2.386,8.316,9555,1.298,16.632,1032,1046,11811
2015,31-33,k) 26+,44157,51012,2078237,2065716,860,1.660,2449,4.727,170540,20741,149799,1.004,8.256,145378,34290,111088,1.660,7.038,25162,1.218,14.075,1849,1870,19159
2015,31-33,l) Left Censored,38825,67326,6330727,6314867,1212,1.782,2566,3.773,455870,64697,391173,1.025,7.219,423420,91054,332366,1.442,6.705,32450,0.514,13.410,1255,1286,18582
2015,42,a) 0,16858,17012,63425,31713,17012,200.000,(X),(X),63425,63425,(X),200.000,200.000,(X),(X),(X),(X),(X),63425,200.000,(X),(X),(X),(X)
2015,42,b) 1,13818,14066,68919,68495,57,0.361,3521,22.288,17116,621,16495,0.907,24.989,15950,9491,6459,13.857,23.287,1166,1.702,46.573,2806,2808,8002
2015,42,c) 2,12651,12940,69508,69651,507,3.663,2312,16.702,14160,1716,12444,2.464,20.330,14326,7644,6682,10.975,20.568,-166,-0.238,40.660,1881,1882,5938
2015,42,d) 3,12057,12311,84334,84342,451,3.461,1888,14.490,13627,1589,12038,1.884,16.157,13666,6742,6924,7.994,16.203,-39,-0.046,32.314,1542,1554,5598
2015,42,e) 4,10140,10415,69120,69351,389,3.535,1569,14.257,11476,1805,9671,2.603,16.548,11857,5431,6426,7.831,17.097,-381,-0.549,33.096,1247,1265,4591
2015,42,f) 5,9070,9524,71838,72304,335,3.375,1140,11.484,10218,1354,8864,1.873,14.132,11147,4502,6645,6.227,15.417,-929,-1.285,28.264,904,905,3647
2015,42,g) 6 to 10,42301,44392,379194,376860,1446,3.153,4372,9.534,51009,6615,44394,1.755,13.535,46271,19151,27120,5.082,12.278,4738,1.257,24.556,3423,3481,15872
2015,42,h) 11 to 15,34136,38481,451430,449360,1034,2.624,2893,7.341,52249,6903,45346,1.536,11.627,48137,17419,30718,3.876,10.712,4112,0.915,21.425,2087,2147,12941
2015,42,i) 16 to 20,30696,34487,473473,471057,880,2.494,2469,6.998,56954,12736,44218,2.704,12.091,51467,19059,32408,4.046,10.926,5487,1.165,21.852,1732,1760,10382
2015,42,j) 21 to 25,24287,30466,492496,493815,868,2.805,1834,5.926,53865,10065,43800,2.038,10.908,56324,14645,41679,2.966,11.406,-2459,-0.498,21.816,1306,1338,7962
2015,42,k) 26+,41372,62008,1117071,1114158,1847,2.941,3432,5.465,101202,17456,83746,1.567,9.083,94821,28062,66759,2.519,8.511,6381,0.573,17.021,1849,1993,14524
2015,42,l) Left Censored,31154,99111,2708529,2690087,4323,4.342,5230,5.253,266443,75007,191436,2.788,9.905,229355,68166,161189,2.534,8.526,37088,1.379,17.052,1114,1251,13538
2015,44-45,a) 0,47229,48069,203466,101733,48069,200.000,(X),(X),203466,203466,(X),200.000,200.000,(X),(X),(X),(X),(X),203466,200.000,(X),(X),(X),(X)
2015,44-45,b) 1,37435,38430,199297,199383,268,0.619,9993,23.083,48715,2552,46163,1.280,24.433,47879,28035,19844,14.061,24.014,836,0.419,48.027,8060,8088,23256
2015,44-45,c) 2,31777,32675,177637,179380,1504,4.295,6193,17.684,35250,5495,29755,3.063,19.651,38592,20368,18224,11.355,21.514,-3342,-1.863,39.302,5103,5118,16739
2015,44-45,d) 3,29181,30494,186232,187214,1222,3.791,4698,14.576,32860,5505,27355,2.940,17.552,34697,16914,17783,9.035,18.533,-1837,-0.981,35.104,3817,3924,14001
2015,44-45,e) 4,25424,26522,170096,172129,957,3.431,3702,13.271,25216,3822,21394,2.220,14.650,29198,13699,15499,7.959,16.963,-3982,-2.313,29.299,3034,3125,11853
2015,44-45,f) 5,21611,23248,176136,177393,930,3.829,3008,12.385,26925,5972,20953,3.367,15.178,29216,12839,16377,7.238,16.470,-2291,-1.291,30.356,2357,2465,9547
2015,44-45,g) 6 to 10,97512,107092,818731,825119,3487,3.144,11125,10.031,103125,17391,85734,2.108,12.498,115611,47258,68353,5.727,14.011,-12486,-1.513,24.996,8617,9023,38575
2015,44-45,h) 11 to 15,69212,82072,734588,734952,2630,3.129,6588,7.838,84562,18766,65796,2.553,11.506,85420,29940,55480,4.074,11.623,-858,-0.117,23.012,4864,5127,23085
2015,44-45,i) 16 to 20,54578,70734,706704,702611,2069,2.865,5059,7.004,90597,34778,55819,4.950,12.894,81239,29413,51826,4.186,11.562,9358,1.332,23.125,3455,3627,16386
2015,44-45,j) 21 to 25,41644,60922,701343,705276,1747,2.821,3765,6.079,70183,17194,52989,2.438,9.951,77787,20828,56959,2.953,11.029,-7604,-1.078,19.902,2381,2536,13235
2015,44-45,k) 26+,74281,157734,2712844,2709728,4498,2.831,6827,4.296,215214,57403,157811,2.118,7.942,208210,47683,160527,1.760,7.684,7004,0.258,15.368,3987,4335,23992
2015,44-45,l) Left Censored,57460,321869,8918877,8815732,10686,3.311,12340,3.824,775494,268296,507198,3.043,8.797,570551,132820,437731,1.507,6.472,204943,2.325,12.944,2742,3953,31691
2015,48-49,a) 0,17602,17701,65061,32531,17701,200.000,(X),(X),65061,65061,(X),200.000,200.000,(X),(X),(X),(X),(X),65061,200.000,(X),(X),(X),(X)
2015,48-49,b) 1,12087,12301,69442,67733,60,0.424,3778,26.681,18918,467,18451,0.689,27.930,15301,9903,5398,14.621,22.590,3617,5.340,45.181,3006,3008,7897
2015,48-49,c) 2,10089,10188,62024,62932,516,4.706,2068,18.862,12359,1626,10733,2.584,19.639,14096,7671,6425,12.189,22.399,-1737,-2.760,39.277,1682,1686,6666
2015,48-49,d) 3,9372,9532,71282,70762,464,4.556,1767,17.352,14537,1799,12738,2.542,20.544,13647,6972,6675,9.853,19.286,890,1.258,38.572,1397,1398,5503
2015,48-49,e) 4,8656,8752,58393,58992,387,4.206,1284,13.956,10313,1173,9140,1.988,17.482,11525,5102,6423,8.649,19.537,-1212,-2.055,34.964,1063,1064,4328
2015,48-49,f) 5,5808,6310,67542,66572,320,4.883,808,12.328,11761,2687,9074,4.036,17.667,9820,3913,5907,5.878,14.751,1941,2.916,29.502,627,629,2943
2015,48-49,g) 6 to 10,27832,29127,270931,271547,1386,4.601,3378,11.214,40167,6034,34133,2.222,14.792,41171,16266,24905,5.990,15.162,-1004,-0.370,29.584,2581,2609,12422
2015,48-49,h) 11 to 15,17473,20828,316258,315159,818,3.843,1734,8.146,36611,7463,29148,2.368,11.617,34553,13143,21410,4.170,10.964,2058,0.653,21.927,1185,1206,8341
2015,48-49,i) 16 to 20,13425,16077,296517,289835,823,5.048,1275,7.821,40635,15287,25348,5.274,14.020,26637,8227,18410,2.839,9.190,13998,4.830,18.381,910,928,4967
2015,48-49,j) 21 to 25,9228,11684,236576,236637,372,3.128,790,6.643,22967,5294,17673,2.237,9.706,23101,5606,17495,2.369,9.762,-134,-0.057,19.411,530,538,3159
2015,48-49,k) 26+,13428,21823,722983,717914,1141,5.193,1439,6.549,92075,28043,64032,3.906,12.825,81668,26306,55362,3.664,11.376,10407,1.450,22.751,665,689,5412
2015,48-49,l) Left Censored,8822,38308,2354400,2308691,3624,9.533,3041,7.999,284585,70994,213591,3.075,12.327,193172,68466,124706,2.966,8.367,91413,3.960,16.734,322,397,4401
2015,51,a) 0,6488,6753,38364,19182,6753,200.000,(X),(X),38364,38364,(X),200.000,200.000,(X),(X),(X),(X),(X),38364,200.000,(X),(X),(X),(X)
2015,51,b) 1,4795,5059,37149,36148,59,1.017,1543,26.599,11761,558,11203,1.544,32.536,9730,6395,3335,17.691,26.917,2031,5.619,53.834,1226,1227,5621
2015,51,c) 2,3887,4020,37782,36848,210,4.841,846,19.502,8836,819,8017,2.223,23.980,6935,3585,3350,9.729,18.821,1901,5.159,37.641,658,660,2897
2015,51,d) 3,3289,3445,42380,40580,183,4.999,614,16.774,9078,1719,7359,4.236,22.371,5565,2532,3033,6.240,13.714,3513,8.657,27.427,485,485,2054
2015,51,e) 4,2664,2835,30318,29840,186,6.271,448,15.105,6595,1493,5102,5.003,22.101,5675,3448,2227,11.555,19.018,920,3.083,38.036,344,354,2655
2015,51,f) 5,2199,2451,45806,44423,204,8.100,339,13.460,8246,1200,7046,2.701,18.562,5581,2514,3067,5.659,12.563,2665,5.999,25.127,245,254,2096
2015,51,g) 6 to 10,10347,11596,197463,194013,738,6.164,1492,12.461,37551,8772,28779,4.521,19.355,30548,15107,15441,7.787,15.745,7003,3.610,31.491,1044,1174,13135
2015,51,h) 11 to 15,8098,10748,264441,259761,751,6.915,975,8.978,39740,6894,32846,2.654,15.299,30171,9948,20223,3.830,11.615,9569,3.684,23.230,636,654,6196
2015,51,i) 16 to 20,6309,12073,323646,314398,977,8.140,836,6.965,48541,8792,39749,2.796,15.439,28627,8581,20046,2.729,9.105,19914,6.334,18.211,451,523,5141
2015,51,j) 21 to 25,4123,6051,153887,153977,205,3.335,397,6.458,17256,4803,12453,3.119,11.207,17544,6098,11446,3.960,11.394,-288,-0.187,22.414,223,230,2078
2015,51,k) 26+,6008,11795,521747,517617,420,3.504,802,6.691,50893,10824,40069,2.091,9.832,42149,10113,32036,1.954,8.143,8744,1.689,16.286,329,338,2782
2015,51,l) Left Censored,5061,52050,1686180,1712967,3226,6.080,5236,9.869,188518,48902,139616,2.855,11.005,242362,68729,173633,4.012,14.149,-53844,-3.143,22.011,139,172,2709
2015,52,a) 0,15257,15392,59352,29676,15392,200.000,(X),(X),59352,59352,(X),200.000,200.000,(X),(X),(X),(X),(X),59352,200.000,(X),(X),(X),(X)
2015,52,b) 1,11704,11923,49821,55576,64,0.477,3066,22.840,12689,865,11824,1.556,22.832,24478,17234,7244,31.010,44.044,-11789,-21.212,45.664,2369,2369,15390
2015,52,c) 2,10152,10269,45321,44861,415,3.819,1608,14.799,9772,1096,8676,2.443,21.783,8636,4353,4283,9.703,19.251,1136,2.532,38.501,1244,1244,3645
2015,52,d) 3,9439,9803,51914,53272,444,4.354,1235,12.110,8780,1464,7316,2.748,16.481,11601,5891,5710,11.058,21.777,-2821,-5.295,32.963,963,972,3610
2015,52,e) 4,8250,8731,43569,43731,377,4.189,913,10.146,6772,1047,5725,2.394,15.486,7040,3484,3556,7.967,16.099,-268,-0.613,30.972,666,666,2145
2015,52,f) 5,7725,8368,50811,50398,361,4.195,836,9.715,7983,1703,6280,3.379,15.840,7071,3319,3752,6.586,14.030,912,1.810,28.061,616,623,2623
2015,52,g) 6 to 10,37406,44306,282378,281006,1842,4.072,3702,8.184,41147,6850,34297,2.438,14.643,38403,15261,23142,5.431,13.666,2744,0.976,27.333,2554,2613,10851
2015,52,h) 11 to 15,29267,35995,327649,324840,1591,4.359,2604,7.134,43941,8008,35933,2.465,13.527,38290,14978,23312,4.611,11.787,5651,1.740,23.575,1706,1874,8307
2015,52,i) 16 to 20,22093,32998,304077,301634,1433,4.288,2277,6.813,38072,9011,29061,2.987,12.622,32718,11186,21532,3.708,10.847,5354,1.775,21.694,1195,1303,5915
2015,52,j) 21 to 25,15295,24360,239532,239858,1326,5.403,1689,6.882,24565,6970,17595,2.906,10.241,25096,7620,17476,3.177,10.463,-531,-0.221,20.483,859,913,3570
2015,52,k) 26+,24295,44755,591764,587867,2230,4.950,2829,6.279,67081,23781,43300,4.045,11.411,59503,19559,39944,3.327,10.122,7578,1.289,20.244,1355,1446,5655
2015,52,l) Left Censored,21960,194907,4056302,4065129,13400,6.813,16948,8.617,489671,128816,360855,3.169,12.046,503006,129021,373985,3.174,12.374,-13335,-0.328,24.091,747,892,5423
2015,53,a) 0,23037,23205,64663,32332,23205,200.000,(X),(X),64663,64663,(X),200.000,200.000,(X),(X),(X),(X),(X),64663,200.000,(X),(X),(X),(X)
2015,53,b) 1,17116,17539,62762,64028,58,0.291,4792,24.073,15278,1131,14147,1.766,23.862,17197,11347,5850,17.722,26.859,-1919,-2.997,47.723,3550,3567,8636
2015,53,c) 2,14430,14748,59343,60305,822,5.257,2600,16.627,11958,1960,9998,3.250,19.829,13856,7601,6255,12.604,22.977,-1898,-3.147,39.658,1974,1974,6161
2015,53,d) 3,11813,12470,61784,63165,627,4.779,1928,14.695,10075,1949,8126,3.086,15.950,12755,7732,5023,12.241,20.193,-2680,-4.243,31.901,1433,1436,5828
2015,53,e) 4,9995,10435,49988,49524,488,4.492,1347,12.398,9712,2442,7270,4.931,19.611,8764,4807,3957,9.707,17.697,948,1.914,35.393,997,1008,3964
2015,53,f) 5,8582,9437,49645,50061,538,5.544,1071,11.037,8179,2572,5607,5.138,16.338,8816,3178,5638,6.348,17.611,-637,-1.272,32.676,789,791,2406
2015,53,g) 6 to 10,44474,48752,239800,241637,3000,6.019,5183,10.399,34142,9206,24936,3.810,14.129,37491,16946,20545,7.013,15.515,-3349,-1.386,28.259,3578,3605,12785
2015,53,h) 11 to 15,30142,36434,199351,200008,2053,5.559,3042,8.238,23436,6309,17127,3.154,11.718,24674,9159,15515,4.579,12.337,-1238,-0.619,23.435,1998,2020,6198
2015,53,i) 16 to 20,22603,28374,193796,194228,1264,4.386,2160,7.494,21861,5920,15941,3.048,11.255,23115,8851,14264,4.557,11.901,-1254,-0.646,22.511,1284,1302,5076
2015,53,j) 21 to 25,16088,24369,205652,206589,920,3.716,1700,6.866,23563,5247,18316,2.540,11.406,25814,9558,16256,4.627,12.495,-2251,-1.090,22.811,932,977,2970
2015,53,k) 26+,26294,50507,374709,379632,2257,4.430,3150,6.182,37983,11017,26966,2.902,10.005,47181,19069,28112,5.023,12.428,-9198,-2.423,20.010,1337,1611,7493
2015,53,l) Left Censored,15100,48478,493741,488915,3078,6.342,3189,6.571,65028,19824,45204,4.055,13.300,55305,20159,35146,4.123,11.312,9723,1.989,22.624,680,746,2696
2015,54,a) 0,59851,60077,187425,93713,60077,200.000,(X),(X),187425,187425,(X),200.000,200.000,(X),(X),(X),(X),(X),187425,200.000,(X),(X),(X),(X)
2015,54,b) 1,45311,45673,200284,199678,89,0.170,13671,26.058,55850,1176,54674,0.589,27.970,52681,33089,19592,16.571,26.383,3169,1.587,52.766,10323,10324,26755
2015,54,c) 2,39168,39465,201327,196682,2034,4.795,7935,18.708,51782,5804,45978,2.951,26.328,42340,24432,17908,12.422,21.527,9442,4.801,43.054,6134,6138,19783
2015,54,d) 3,35287,35825,222416,221536,1924,5.080,6024,15.905,45583,7754,37829,3.500,20.576,43416,22662,20754,10.229,19.598,2167,0.978,39.195,4608,4620,18783
2015,54,e) 4,30628,31399,203132,198198,1713,5.211,4661,14.179,41521,5281,36240,2.665,20.949,31300,15119,16181,7.628,15.792,10221,5.157,31.585,3466,3515,12512
2015,54,f) 5,26395,27235,192599,189892,1386,4.894,3556,12.556,37707,5002,32705,2.634,19.857,31860,14251,17609,7.505,16.778,5847,3.079,33.556,2581,2594,11781
2015,54,g) 6 to 10,124435,127754,961279,947559,6202,4.703,14453,10.959,153420,22178,131242,2.341,16.191,126171,50864,75307,5.368,13.315,27249,2.876,26.631,10289,10359,39002
2015,54,h) 11 to 15,90750,95296,907418,905617,3772,3.867,8249,8.458,114175,17237,96938,1.903,12.607,109791,38137,71654,4.211,12.123,4384,0.484,24.247,5835,5874,29264
2015,54,i) 16 to 20,70769,79885,871187,875579,3482,4.287,6143,7.564,103416,25388,78028,2.900,11.811,112553,31469,81084,3.594,12.855,-9137,-1.044,23.622,4216,4271,18690
2015,54,j) 21 to 25,47696,53273,654763,660278,1626,2.992,3763,6.925,62377,9872,52505,1.495,9.447,72856,17549,55307,2.658,11.034,-10479,-1.587,18.894,2609,2648,10733
2015,54,k) 26+,74356,90811,1406095,1396797,2994,3.237,6336,6.851,159957,40900,119057,2.928,11.452,141029,47394,93635,3.393,10.097,18928,1.355,20.193,4058,4185,17762
2015,54,l) Left Censored,28918,83728,2634937,2631866,8195,9.852,7101,8.537,427810,193541,234269,7.354,16.255,419383,110950,308433,4.216,15.935,8427,0.320,31.870,1294,1391,7345
2015,55,a) 0,552,555,8105,4053,555,200.000,(X),(X),8105,8105,(X),200.000,200.000,(X),(X),(X),(X),(X),8105,200.000,(X),(X),(X),(X)
2015,55,b) 1,456,463,9334,8515,34,6.793,109,21.778,3810,845,2965,9.924,44.745,2109,871,1238,10.229,24.768,1701,19.977,49.536,92,92,716
2015,55,c) 2,357,374,8500,8272,37,9.598,60,15.564,2297,777,1520,9.394,27.770,1855,523,1332,6.323,22.426,442,5.344,44.853,53,53,496
2015,55,d) 3,388,399,8578,8432,40,10.013,41,10.263,2424,1479,945,17.541,28.749,2161,338,1823,4.009,25.630,263,3.119,51.260,30,30,189
2015,55,e) 4,286,292,7256,7027,33,11.360,30,10.327,2284,1008,1276,14.346,32.506,1872,209,1663,2.974,26.642,412,5.864,53.284,20,20,86
2015,55,f) 5,473,506,16279,17130,43,8.448,49,9.627,2989,1481,1508,8.646,17.449,4784,650,4134,3.795,27.928,-1795,-10.479,34.899,26,28,262
2015,55,g) 6 to 10,1797,1955,68353,65723,186,9.575,161,8.288,16604,5814,10790,8.846,25.264,11033,3650,7383,5.554,16.787,5571,8.477,33.574,96,99,2614
2015,55,h) 11 to 15,2045,2362,92327,89650,171,7.284,142,6.049,17533,5363,12170,5.982,19.557,12188,2765,9423,3.084,13.595,5345,5.962,27.190,65,66,714
2015,55,i) 16 to 20,2337,2987,178547,174299,232,7.784,219,7.348,32448,11941,20507,6.851,18.616,23753,6699,17054,3.843,13.628,8695,4.989,27.256,72,83,844
2015,55,j) 21 to 25,2076,3617,165764,165556,186,5.106,238,6.533,22216,4947,17269,2.988,13.419,21291,4651,16640,2.809,12.860,925,0.559,25.721,35,37,593
2015,55,k) 26+,5709,10432,573703,567937,857,8.292,663,6.415,84462,26214,58248,4.616,14.872,72800,17667,55133,3.111,12.818,11662,2.053,25.637,85,90,1765
2015,55,l) Left Censored,10031,28663,2186218,2172204,1958,6.802,2204,7.656,293706,79492,214214,3.660,13.521,266842,54517,212325,2.510,12.284,26864,1.237,24.569,114,126,2525
2015,56,a) 0,25050,25233,210741,105371,25233,199.992,(X),(X),210740,210740,(X),199.998,199.998,(X),(X),(X),(X),(X),210738,199.996,(X),(X),(X),(X)
2015,56,b) 1,18194,18455,219318,207629,55,0.256,6038,28.154,70957,1177,69780,0.567,34.175,47720,21937,25783,10.565,22.983,23237,11.192,45.967,4495,4496,17731
2015,56,c) 2,15824,16010,220982,215822,866,5.051,3136,18.291,56100,4494,51606,2.082,25.994,45794,20379,25415,9.443,21.218,10306,4.775,42.437,2379,2391,15564
2015,56,d) 3,14608,14907,253597,249978,888,5.661,2446,15.594,63903,7260,56643,2.904,25.563,56931,28929,28002,11.573,22.774,6972,2.789,45.549,1832,1841,26780
2015,56,e) 4,12714,12891,228136,232083,680,5.033,1917,14.190,51246,6389,44857,2.753,22.081,60209,24436,35773,10.529,25.943,-8963,-3.862,44.162,1446,1452,21859
2015,56,f) 5,11270,11636,279027,274515,618,5.104,1564,12.916,59828,6597,53231,2.403,21.794,51015,19214,31801,6.999,18.584,8813,3.210,37.167,1191,1192,13943
2015,56,g) 6 to 10,55044,56875,1140611,1136460,2844,4.851,6356,10.841,198258,23393,174865,2.058,17.445,189903,66739,123164,5.873,16.710,8355,0.735,33.420,4476,4499,55706
2015,56,h) 11 to 15,39621,43033,1179517,1168531,1764,4.003,3829,8.689,175122,23521,151601,2.013,14.987,152686,42620,110066,3.647,13.066,22436,1.920,26.133,2629,2675,26211
2015,56,i) 16 to 20,30033,34189,1229547,1203371,1289,3.692,2739,7.845,202981,22794,180187,1.894,16.868,148017,41827,106190,3.476,12.300,54964,4.568,24.600,1691,1715,18181
2015,56,j) 21 to 25,20821,26081,1019057,1020847,930,3.510,1753,6.617,102951,15735,87216,1.541,10.085,106597,21755,84842,2.131,10.442,-3646,-0.357,20.170,1101,1126,11311
2015,56,k) 26+,26916,41737,2303909,2277538,1998,4.750,2642,6.282,304589,53204,251385,2.336,13.374,248342,53514,194828,2.350,10.904,56247,2.470,21.808,1349,1414,15105
2015,56,l) Left Censored,9608,45511,2367084,2343178,6251,13.716,6376,13.991,305669,81570,224099,3.481,13.045,257339,88328,169011,3.770,10.982,48330,2.063,21.965,379,425,5599
2015,61,a) 0,6837,6955,35945,17973,6955,200.000,(X),(X),35945,35945,(X),200.000,200.000,(X),(X),(X),(X),(X),35945,200.000,(X),(X),(X),(X)
2015,61,b) 1,5363,5427,43918,41401,15,0.249,1215,20.159,11494,100,11394,0.242,27.763,6384,3311,3073,7.997,15.420,5110,12.343,30.840,941,951,2690
2015,61,c) 2,4940,5017,46061,44605,230,4.344,785,14.827,9409,898,8511,2.013,21.094,6521,3053,3468,6.845,14.620,2888,6.475,29.239,633,633,2441
2015,61,d) 3,4493,4596,46008,45204,211,4.413,581,12.152,7638,1368,6270,3.026,16.897,6015,2533,3482,5.603,13.306,1623,3.590,26.613,476,476,2238
2015,61,e) 4,3833,3906,50545,49770,148,3.627,497,12.180,7782,832,6950,1.672,15.636,6336,3160,3176,6.349,12.731,1446,2.905,25.461,378,381,2555
2015,61,f) 5,3310,3476,46505,46163,141,3.915,392,10.884,6493,478,6015,1.035,14.065,5881,2662,3219,5.767,12.740,612,1.326,25.479,310,319,2337
2015,61,g) 6 to 10,14139,15343,241253,238934,583,3.701,1405,8.918,32401,5082,27319,2.127,13.561,27844,7706,20138,3.225,11.653,4557,1.907,23.307,1076,1087,6254
2015,61,h) 11 to 15,9510,10468,258620,253328,368,3.452,755,7.082,29324,2401,26923,0.948,11.576,19019,5406,13613,2.134,7.508,10305,4.068,15.015,525,541,4060
2015,61,i) 16 to 20,6871,7874,197212,197303,210,2.608,568,7.053,16720,1153,15567,0.584,8.474,16811,3689,13122,1.870,8.520,-91,-0.046,16.949,351,443,2575
2015,61,j) 21 to 25,4485,5223,124010,124274,98,1.844,283,5.324,8330,905,7425,0.728,6.703,8856,2013,6843,1.620,7.126,-526,-0.423,13.406,204,214,1517
2015,61,k) 26+,6434,8222,336054,336012,178,2.138,383,4.601,25189,2942,22247,0.876,7.496,25192,5438,19754,1.618,7.497,-3,-0.001,14.993,211,242,3053
2015,61,l) Left Censored,9800,15427,2210652,2201572,685,4.414,872,5.618,112562,10419,102143,0.473,5.113,94769,15742,79027,0.715,4.305,17793,0.808,8.609,158,188,3455
2015,62,a) 0,39716,40309,237919,118960,40309,200.000,(X),(X),237919,237919,(X),200.000,200.000,(X),(X),(X),(X),(X),237919,200.000,(X),(X),(X),(X)
2015,62,b) 1,33270,34577,285427,264731,275,0.729,6548,17.362,84177,5251,78926,1.984,31.797,42033,23635,18398,8.928,15.878,42144,15.920,31.755,4896,4903,18252
2015,62,c) 2,28780,29561,268361,258935,1182,3.803,4215,13.563,57572,7125,50447,2.752,22.234,38874,19885,18989,7.680,15.013,18698,7.221,30.026,3243,3251,15994
2015,62,d) 3,25767,26737,283514,277597,985,3.540,3162,11.364,51938,8740,43198,3.148,18.710,40195,20206,19989,7.279,14.480,11743,4.230,28.959,2463,2473,17239
2015,62,e) 4,23799,24626,276499,270777,876,3.441,2537,9.966,45586,4860,40726,1.795,16.835,33837,14875,18962,5.493,12.496,11749,4.339,24.993,1996,2017,12241
2015,62,f) 5,22057,24538,335450,332837,873,3.468,2141,8.505,44446,8247,36199,2.478,13.354,39245,15269,23976,4.588,11.791,5201,1.563,23.582,1626,1663,12190
2015,62,g) 6 to 10,106404,115008,1490787,1485860,3370,2.865,8632,7.338,179661,33890,145771,2.281,12.091,169260,59266,109994,3.989,11.391,10401,0.700,22.783,6709,6779,48329
